Hechos_Id,Número De Victimas,Fecha,Año,Mes,Dia,Día Semana,Estación,Hora,Franja Horaria,Lugar Del Hecho,Tipo De Calle,Calle,Cruce,Comuna,Barrio,Pos X,Pos Y,Participantes,Víctima,Acusado,Rol,Sexo,Edad,Rango Etario
2018-0052,1,2018-05-18,2018,Mayo,18,Viernes,Otoño,20:30:00,20,"Carril, Salvador Maria Del Av. y Nazca",AVENIDA,"CARRIL, SALVADOR MARIA DEL AV.",True,Comuna 12,Villa Pueyrredon,-58.49820145,-34.59070093,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,78,61+
2018-0053,1,2018-05-20,2018,Mayo,20,Domingo,Otoño,02:30:00,2,San Luis y Aguero,CALLE,SAN LUIS,True,Comuna 3,Balvanera,-58.4105928,-34.5993918,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,43,41-60
2018-0054,1,2018-05-22,2018,Mayo,22,Martes,Otoño,11:15:00,11,Lugones 2430,CALLE,LUGONES,False,Comuna 12,Villa Urquiza,-58.47969138,-34.57121563,PEATON-BICICLETA,PEATON,BICICLETA,PEATON,FEMENINO,86,61+
2018-0055,1,2018-05-29,2018,Mayo,29,Martes,Otoño,07:30:00,7,Independencia Av. y Jujuy Av.,AVENIDA,INDEPENDENCIA AV.,True,Comuna 3,San Cristobal,-58.40351561,-34.61883916,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,21,19-25
2018-0056,1,2018-06-02,2018,Junio,2,Sábado,Invierno,13:00:00,13,Av. Rivadavia 11050,AVENIDA,RIVADAVIA AV.,False,Comuna 9,Liniers,-58.51973844,-34.63918987,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,69,61+
2018-0057,1,2018-06-03,2018,Junio,3,Domingo,Invierno,03:30:00,3,Combate De Los Pozos y Humberto 1°,CALLE,COMBATE DE LOS POZOS,True,Comuna 3,San Cristobal,-58.39311376,-34.62163006,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,33,26-40
2018-0058,1,2018-06-03,2018,Junio,3,Domingo,Invierno,06:30:00,6,Cordoba Av. y Thames,AVENIDA,CORDOBA AV.,True,Comuna 15,Villa Crespo,-58.43531242,-34.59082159,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,26,26-40
2018-0059,1,2018-06-08,2018,Junio,8,Viernes,Invierno,06:20:00,6,"Garay, Juan De Av. y Sanchez De Loria",AVENIDA,"GARAY, JUAN DE AV.",True,Comuna 5,Boedo,-58.41178165,-34.63035454,MOTO-MOVIL,MOTO,OTRO,CONDUCTOR,MASCULINO,54,41-60
2018-0060,1,2018-06-08,2018,Junio,8,Viernes,Invierno,12:50:00,12,"Lavalle y Alem, Leandro N. Av.",AVENIDA,LAVALLE,True,Comuna 1,San Nicolas,-58.370488,-34.60189492,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,51,41-60
2018-0061,1,2018-06-10,2018,Junio,10,Domingo,Invierno,11:15:00,11,Estados Unidos y Pichincha,CALLE,ESTADOS UNIDOS,True,Comuna 3,San Cristobal,-58.39883882,-34.61964833,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,51,41-60
2018-0062,1,2018-06-14,2018,Junio,14,Jueves,Invierno,01:00:00,1,Rosario y Barco Centenera Del,CALLE,ROSARIO,True,Comuna 6,Caballito,-58.44110156,-34.62082399,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,32,26-40
2018-0063,1,2018-06-16,2018,Junio,16,Sábado,Invierno,21:15:00,21,Av. Leandro N. Alem y Viamonte,AVENIDA,"ALEM, LEANDRO N. AV.",True,Comuna 1,San Nicolas,-58.37093138,-34.59952725,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,28,26-40
2018-0064,1,2018-06-25,2018,Junio,25,Lunes,Invierno,01:15:00,1,Varela Av. y Primera Junta,AVENIDA,VARELA AV.,True,Comuna 7,Flores,-58.45855262,-34.63953253,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,MASCULINO,30,26-40
2018-0065,1,2018-06-26,2018,Junio,26,Martes,Invierno,17:30:00,17,"Pellegrini, Carlos y Juncal",CALLE,"PELLEGRINI, CARLOS",True,Comuna 1,Retiro,-58.38161909,-34.59283447,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,35,26-40
2018-0066,1,2018-06-28,2018,Junio,28,Jueves,Invierno,11:00:00,11,Av. Corrientes y Av. Federico Lacroze,AVENIDA,CORRIENTES AV.,True,Comuna 15,Chacarita,-58.45511899,-34.58698157,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,73,61+
2018-0067,1,2018-06-29,2018,Junio,29,Viernes,Invierno,16:15:00,16,"Montes De Oca, Manuel y Finochietto Enrique Dr.",AVENIDA,"MONTES DE OCA, MANUEL AV.",True,Comuna 4,Barracas,-58.37724226,-34.62973033,PASAJEROS-AUTO,PASAJEROS,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,81,61+
2018-0068,1,2018-07-01,2018,Julio,1,Domingo,Invierno,09:00:00,9,"Carabobo Av. y Alberdi, Juan Bautista Av.",AVENIDA,CARABOBO AV.,True,Comuna 7,Flores,-58.45546217,-34.62930339,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,21,19-25
2018-0069,1,2018-07-04,2018,Julio,4,Miércoles,Invierno,21:45:00,21,"Córdoba Av. 2215

",AVENIDA,CORDOBA AV.,False,Comuna 2,Recoleta,-58.39897064,-34.59954925,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,CICLISTA,MASCULINO,20,19-25
2018-0070,1,2018-07-07,2018,Julio,7,Sábado,Invierno,15:45:00,15,"Estados Unidos y Urquiza, Gral.",CALLE,ESTADOS UNIDOS,True,Comuna 3,San Cristobal,-58.40917826,-34.62126274,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,33,26-40
2018-0071,1,2018-07-10,2018,Julio,10,Martes,Invierno,17:50:00,17,Moreno y Av. Huergo,AVENIDA,MORENO,True,Comuna 1,Monserrat,-58.36726348,-34.61099738,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,61,61+
2018-0072,1,2018-07-11,2018,Julio,11,Miércoles,Invierno,13:15:00,13,"AU Dellepiane kilometro 0.0, altura calle Montiel, sentido hacia el Centro Porteño",AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,False,Comuna 8,Villa Lugano,-58.48267426,-34.68454456,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,27,26-40
2018-0073,1,2018-07-11,2018,Julio,11,Miércoles,Invierno,15:45:00,15,"Iriarte, Gral. Av. 3400",AVENIDA,"IRIARTE, GRAL. AV.",False,Comuna 4,Barracas,-58.39546165,-34.65168841,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,67,61+
2018-0074,1,2018-07-14,2018,Julio,14,Sábado,Invierno,06:04:00,6,AV. JUAN B. ALBERDI 2968,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",False,Comuna 7,Flores,-58.46941984,-34.63376545,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,MASCULINO,25,26-40
2018-0075,1,2018-07-15,2018,Julio,15,Domingo,Invierno,07:30:00,7,Del Libertador Av. y Ortiz De Ocampo,AVENIDA,DEL LIBERTADOR AV.,True,Comuna 14,Palermo,-58.40367321,-34.58129246,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,23,19-25
2018-0076,1,2018-07-16,2018,Julio,16,Lunes,Invierno,09:30:00,9,"Chavez, Jorge y Paz, Gral. Av.",CALLE,"CHAVEZ, JORGE",True,Comuna 9,Liniers,-58.52932872,-34.65014993,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,MASCULINO,73,61+
2018-0077,1,2018-07-16,2018,Julio,16,Lunes,Invierno,23:15:00,23,"Urquiza, Gral. y Estados Unidos",CALLE,"URQUIZA, GRAL.",True,Comuna 3,San Cristobal,-58.40917826,-34.62126274,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,MASCULINO,58,41-60
2018-0078,1,2018-07-21,2018,Julio,21,Sábado,Invierno,06:15:00,6,Paraguay y Sánchez De Bustamante,CALLE,PARAGUAY,True,Comuna 2,Recoleta,-58.41264127,-34.59473294,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,27,26-40
2018-0079,1,2018-07-23,2018,Julio,23,Lunes,Invierno,07:15:00,7,"De Los Corrales Av. y Paz, Gral. Av.",GRAL PAZ,DE LOS CORRALES AV.,True,Comuna 0,Límite o Afueras,-58.50877521,-34.66977709,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,81,61+
2018-0080,1,2018-07-25,2018,Julio,25,Miércoles,Invierno,22:22:00,22,"Alberdi, Juan Bautista Av. y Carhue",AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",True,Comuna 9,Mataderos,-58.51232237,-34.6590353,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,26,26-40
2018-0081,1,2018-07-29,2018,Julio,29,Domingo,Invierno,06:30:00,6,Castañares Av. y Rivera Indarte Av.,AVENIDA,CASTANARES AV.,True,Comuna 7,Flores,-58.44744156,-34.64567171,MULTIPLE,PEATON,MULTIPLE,PEATON,MASCULINO,35,26-40
2018-0082,1,2018-08-01,2018,Agosto,1,Miércoles,Invierno,15:53:00,15,"Larrazabal y Garzon, Eugenio, Gral. Av.",AVENIDA,LARRAZABAL,True,Comuna 9,Mataderos,-58.49441273,-34.65869968,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,FEMENINO,17,0-18
2018-0083,1,2018-08-02,2018,Agosto,2,Jueves,Invierno,05:20:00,5,"Paz, Gral. Av. y Fernandez De La Cruz, F., Gral. Av.",GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 8,Villa Riachuelo,-58.47976785,-34.69153196,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,16,0-18
2018-0084,1,2018-08-03,2018,Agosto,3,Viernes,Invierno,07:25:00,7,Av. Alicia Moreau de Justo y Cochabamba,AVENIDA,"MOREAU DE JUSTO, ALICIA AV.",True,Comuna 1,Puerto Madero,-58.36523349,-34.62260331,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,45,41-60
2018-0085,2,2018-08-03,2018,Agosto,3,Viernes,Invierno,18:16:00,18,"Entre Rios Av. y Garay, Juan De Av.",AVENIDA,ENTRE RIOS AV.,True,Comuna 1,Constitucion,-58.39118948,-34.62704273,MOTO-PASAJEROS,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,FEMENINO,22,19-25
2018-0085,2,2018-08-03,2018,Agosto,3,Viernes,Invierno,18:16:00,18,"Entre Rios Av. y Garay, Juan De Av.",AVENIDA,ENTRE RIOS AV.,True,Comuna 1,Constitucion,-58.39118948,-34.62704273,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,30,26-40
2018-0086,1,2018-08-10,2018,Agosto,10,Viernes,Invierno,21:44:00,21,Directorio Av. y Guardia Nacional,AVENIDA,DIRECTORIO AV.,True,Comuna 9,Mataderos,-58.49019551,-34.65015854,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,40,41-60
2018-0087,1,2018-08-15,2018,Agosto,15,Miércoles,Invierno,19:20:00,19,Pavon Av. Y Colombres,AVENIDA,PAVON AV.,True,Comuna 5,Boedo,-58.41644362,-34.63023775,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,75,61+
2018-0088,1,2018-08-17,2018,Agosto,17,Viernes,Invierno,16:36:00,16,Av. Gral. Paz y Av. Dr. Ricardo Balbín,GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 0,Límite o Afueras,-58.5007381,-34.5497951,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,63,61+
2018-0089,1,2018-08-17,2018,Agosto,17,Viernes,Invierno,17:56:00,17,Pichincha Av. y Brasil,AVENIDA,PICHINCHA AV.,True,Comuna 4,Parque Patricios,-58.39626094,-34.63036565,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,80,61+
2018-0090,1,2018-08-18,2018,Agosto,18,Sábado,Invierno,10:34:00,10,27 De Febrero Av. y Pergamino,AVENIDA,27 DE FEBRERO AV.,True,Comuna 8,Villa Soldati,-58.43284809,-34.67051543,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,27,26-40
2018-0091,1,2018-08-19,2018,Agosto,19,Domingo,Invierno,18:47:00,18,AU Perito Moreno KM 1.8 ALTURA BARRAGAN SENTIDO PBA,AUTOPISTA,AUTOPISTA PERITO MORENO,True,Comuna 9,Liniers,-58.52280139,-34.63659934,AUTO-AUTO,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,23,19-25
2018-0092,1,2018-08-20,2018,Agosto,20,Lunes,Invierno,08:20:00,8,Cordoba Av. y Gascon,AVENIDA,CORDOBA AV.,True,Comuna 14,Palermo,-58.4233693,-34.59774487,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,23,19-25
2018-0093,1,2018-08-20,2018,Agosto,20,Lunes,Invierno,08:41:00,8,15 De Noviembre De 1889 1513,CALLE,15 DE NOVIEMBRE DE 1889,False,Comuna 1,Constitucion,-58.38691681,-34.63105973,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,24,19-25
2018-0094,1,2018-08-23,2018,Agosto,23,Jueves,Invierno,05:35:00,5,"Salguero, Jeronimo y Beruti",CALLE,"SALGUERO, JERONIMO",True,Comuna 14,Palermo,-58.4116902,-34.5857988,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,32,26-40
2018-0095,1,2018-08-26,2018,Agosto,26,Domingo,Invierno,00:59:00,0,"Lacarra Av. y Dellepiane, Luis, Tte. Gral.",AVENIDA,LACARRA AV.,True,Comuna 9,Parque Avellaneda,-58.46739825,-34.65117757,AUTO-AUTO,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,49,41-60
2018-0096,1,2018-08-31,2018,Agosto,31,Viernes,Invierno,22:20:00,22,"AU Héctor J. Cámpora y Roca, Cnel. Av.",AUTOPISTA,AUTOPISTA PRESIDENTE H?CTOR J. C?MPORA,True,Comuna 8,Villa Soldati,-58.44483258,-34.67152226,PEATON-AUTO,PEATON,AUTO,PEATON,MASCULINO,39,26-40
2018-0097,1,2018-09-02,2018,Septiembre,2,Domingo,Primavera,10:50:00,10,Av. Varela y Av. Int. Francisco Rabanal,AVENIDA,VARELA AV.,True,Comuna 8,Villa Soldati,-58.43254025,-34.66128115,AUTO-MOVIL,AUTO,OTRO,CONDUCTOR,FEMENINO,35,26-40
2018-0098,2,2018-09-09,2018,Septiembre,9,Domingo,Primavera,05:00:00,5,Av. Gral. Paz e/ Ferre y Beron de Astrada,GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 8,Villa Riachuelo,-58.47199387,-34.69640164,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,55,41-60
2018-0098,2,2018-09-09,2018,Septiembre,9,Domingo,Primavera,05:00:00,5,Av. Gral. Paz e/ Ferre y Beron de Astrada,GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 8,Villa Riachuelo,-58.47199387,-34.69640164,AUTO-AUTO,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,54,41-60
2018-0099,1,2018-09-12,2018,Septiembre,12,Miércoles,Primavera,14:25:00,14,Rivadavia Av. y Pedernera,AVENIDA,RIVADAVIA AV.,True,Comuna 7,Flores,-58.46411215,-34.62925068,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,18,19-25
2018-0100,1,2018-09-20,2018,Septiembre,20,Jueves,Primavera,10:30:00,10,Elvira Rawson de Dellepiane 150,AVENIDA,"RAWSON DE DELLEPIANE, ELVIRA AV.",False,Comuna 1,Puerto Madero,-58.36217754,-34.62367156,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,FEMENINO,33,26-40
2018-0101,1,2018-09-21,2018,Septiembre,21,Viernes,Primavera,00:15:00,0,"Paz, Gral. Av. y Zapiola",GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 0,Límite o Afueras,-58.48098594,-34.5407313,MULTIPLE,AUTO,MULTIPLE,CONDUCTOR,MASCULINO,63,61+
2018-0102,1,2018-09-21,2018,Septiembre,21,Viernes,Primavera,00:30:00,0,FAMATINA Y DIOGENES TABORDA,CALLE,FAMATINA,True,Comuna 4,Parque Patricios,-58.41083404,-34.64640709,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,20,19-25
2018-0103,1,2018-09-27,2018,Septiembre,27,Jueves,Primavera,17:51:00,17,Av. Castañares y Bonorino,AVENIDA,CASTA?ARES AV.,True,Comuna 7,Flores,-58.44609828,-34.64446729,PEATON-MOTO,PEATON,MOTO,PEATON,MASCULINO,1,0-18
2018-0104,1,2018-10-01,2018,Octubre,1,Lunes,Primavera,08:58:00,8,AU Frondizi 9 de Julio Sur y Av. Suarez,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,True,Comuna 4,Barracas,-58.37709334,-34.64035082,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,22,19-25
2018-0105,1,2018-10-03,2018,Octubre,3,Miércoles,Primavera,18:12:00,18,Nazca Av. y Rivadavia Av.,AVENIDA,NAZCA AV.,True,Comuna 7,Flores,-58.46963952,-34.63070603,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,56,41-60
2018-0106,1,2018-10-04,2018,Octubre,4,Jueves,Primavera,22:02:00,22,"Figueroa Alcorta, Pres. Av. y Echeverria",AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",True,Comuna 13,Belgrano,-58.43674281,-34.55161027,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,27,26-40
2018-0107,1,2018-10-06,2018,Octubre,6,Sábado,Primavera,14:20:00,14,Rivadavia Av. y Jujuy Av.,AVENIDA,RIVADAVIA AV.,True,Comuna 3,Balvanera,-58.4059686,-34.61011987,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,62,61+
2018-0108,1,2018-10-09,2018,Octubre,9,Martes,Primavera,14:00:00,14,"De Los Italianos Av. y Guemes, Macacha",AVENIDA,DE LOS ITALIANOS AV.,True,Comuna 1,Puerto Madero,-58.36154069,-34.60463618,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,37,26-40
2018-0109,1,2018-10-10,2018,Octubre,10,Miércoles,Primavera,22:12:00,22,"Tucuman y Alem, Leandro N. Av.",AVENIDA,TUCUMAN,True,Comuna 1,San Nicolas,-58.37062179,-34.60066507,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,34,26-40
2018-0110,1,2018-10-13,2018,Octubre,13,Sábado,Primavera,03:05:00,3,"Corrientes Av. y Gallardo, Angel Av.",AVENIDA,CORRIENTES AV.,True,Comuna 15,Villa Crespo,-58.43220014,-34.60207186,PEATON-MOTO,PEATON,MOTO,PEATON,MASCULINO,60,61+
2018-0111,1,2018-10-19,2018,Octubre,19,Viernes,Primavera,12:13:00,12,AU Perito Moreno y Av. Eva Perón SENTIDO CENTRO,AUTOPISTA,AUTOPISTA PERITO MORENO,False,Comuna 9,Parque Avellaneda,-58.46958442,-34.64949724,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,28,26-40
2018-0112,1,2018-10-24,2018,Octubre,24,Miércoles,Primavera,09:18:00,9,Muñecas y Serrano,CALLE,MU?ECAS,True,Comuna 15,Villa Crespo,-58.44671397,-34.59970903,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,FEMENINO,28,26-40
2018-0113,1,2018-10-25,2018,Octubre,25,Jueves,Primavera,11:00:00,11,"Artigas, Jose Gervasio, Gral. y Tres Arroyos",CALLE,"ARTIGAS, JOSE GERVASIO, GRAL.",True,Comuna 11,Villa Gral. Mitre,-58.47152163,-34.61474911,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,20,19-25
2018-0114,1,2018-10-30,2018,Octubre,30,Martes,Primavera,02:15:00,2,Solis e Independencia Av.,AVENIDA,SOLIS,True,Comuna 1,Constitucion,-58.39032921,-34.61807951,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,23,19-25
2018-0115,1,2018-10-31,2018,Octubre,31,Miércoles,Primavera,12:30:00,12,"Bosch, Ventura y Paz, Gral. Av.",CALLE,"BOSCH, VENTURA",True,Comuna 9,Liniers,-58.52887773,-34.64297861,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,42,41-60
2018-0116,1,2018-11-01,2018,Noviembre,1,Jueves,Primavera,10:50:00,10,"Paz, Gral. Av. 14800",GRAL PAZ,"PAZ, GRAL. AV.",False,Comuna 8,Villa Lugano,-58.49371157,-34.67981324,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,48,41-60
2018-0117,1,2018-11-04,2018,Noviembre,4,Domingo,Primavera,08:15:00,8,Av. Eva Perón 5321,AVENIDA,"PERON, EVA AV.",False,Comuna 9,Mataderos,-58.48266599,-34.66012327,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,30,26-40
2018-0118,1,2018-11-05,2018,Noviembre,5,Lunes,Primavera,14:49:00,14,"Peron, Juan Domingo, Tte. General y Pueyrredon Av.",AVENIDA,"PERON, JUAN DOMINGO, TTE. GENERAL",True,Comuna 3,Balvanera,-58.40612253,-34.60774301,PEATON-MOTO,PEATON,MOTO,PEATON,FEMENINO,80,61+
2018-0119,1,2018-11-05,2018,Noviembre,5,Lunes,Primavera,22:35:00,22,Rabanal y San Pedrito,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",True,Comuna 8,Villa Soldati,-58.43613623,-34.66292532,PEATON-SD,PEATON,SD,PEATON,FEMENINO,32,26-40
2018-0120,1,2018-11-09,2018,Noviembre,9,Viernes,Primavera,13:34:00,13,Monroe y Alvarez Thomas Av.,AVENIDA,MONROE,True,Comuna 12,Villa Urquiza,-58.48250732,-34.57208238,PEATON-AUTO,PEATON,AUTO,PEATON,FEMENINO,51,41-60
2018-0121,1,2018-11-09,2018,Noviembre,9,Viernes,Primavera,16:32:00,16,Rivadavia Av. y Manzoni,AVENIDA,RIVADAVIA AV.,True,Comuna 10,Villa Luro,-58.49945705,-34.6374328,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,FEMENINO,72,61+
2018-0122,1,2018-11-12,2018,Noviembre,12,Lunes,Primavera,01:00:00,1,AU Dellepiane Luis Tte. Gral. y Larrazabal,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,True,Comuna 8,Villa Lugano,-58.47743966,-34.67233407,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,MASCULINO,33,26-40
2018-0123,1,2018-11-12,2018,Noviembre,12,Lunes,Primavera,03:32:00,3,"Paz, Gral. Av. y Peron, Eva Av.",GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 9,Mataderos,-58.5025179,-34.67450313,AUTO-SD,AUTO,SD,CONDUCTOR,MASCULINO,25,26-40
2018-0124,1,2018-11-15,2018,Noviembre,15,Jueves,Primavera,19:40:00,19,AU Perito Moreno y Reservistas Argentinos,AUTOPISTA,AUTOPISTA PERITO MORENO,False,Comuna 9,Liniers,-58.52144411,-34.63682499,CARGAS-CARGAS,CARGAS,CARGAS,CONDUCTOR,MASCULINO,44,41-60
2018-0125,1,2018-11-16,2018,Noviembre,16,Viernes,Primavera,21:12:00,21,Saenz Av. y Ventana,AVENIDA,SAENZ AV.,True,Comuna 4,Nueva Pompeya,-58.41650465,-34.65084045,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,29,26-40
2018-0126,1,2018-11-18,2018,Noviembre,18,Domingo,Primavera,12:11:00,12,Avda. General Paz y Cnel. Ramón Falcón,GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 9,Liniers,-58.52994219,-34.64055918,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MASCULINO,27,26-40
2018-0127,1,2018-11-19,2018,Noviembre,19,Lunes,Primavera,09:14:00,9,Av. Gral. Paz y Av. de los Constituyentes,GRAL PAZ,"PAZ, GRAL. AV.",True,Comuna 0,Límite o Afueras,-58.50993046,-34.56919739,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MASCULINO,29,26-40
2018-0128,2,2018-11-25,2018,Noviembre,25,Domingo,Primavera,04:30:00,4,"Paz, Gral. Av. 11200",GRAL PAZ,"PAZ, GRAL. AV.",False,Comuna 9,Liniers,-58.52844623,-34.64592873,AUTO-PASAJEROS,AUTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,MASCULINO,49,41-60
2018-0128,2,2018-11-25,2018,Noviembre,25,Domingo,Primavera,04:30:00,4,"Paz, Gral. Av. 11200",GRAL PAZ,"PAZ, GRAL. AV.",False,Comuna 9,Liniers,-58.52844623,-34.64592873,AUTO-PASAJEROS,AUTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,FEMENINO,39,26-40
2018-0129,1,2018-11-28,2018,Noviembre,28,Miércoles,Primavera,04:01:00,4,"Newbery, Jorge Av. y Guevara",AVENIDA,"NEWBERY, JORGE AV.",True,Comuna 15,Chacarita,-58.45021367,-34.58695347,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,37,26-40
2018-0130,1,2018-12-03,2018,Diciembre,3,Lunes,Verano,03:00:00,3,Gaona Av. y Segurola Av.,AVENIDA,GAONA AV.,True,Comuna 10,Floresta,-58.49022072,-34.62770192,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,48,41-60
2018-0131,1,2018-12-07,2018,Diciembre,7,Viernes,Verano,19:10:00,19,"Madero, Eduardo Av. 550",AVENIDA,"MADERO, EDUARDO AV.",False,Comuna 1,San Nicolas,-58.36860866,-34.60106568,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MASCULINO,29,26-40
2018-0132,1,2018-12-12,2018,Diciembre,12,Miércoles,Verano,08:26:00,8,"AU Arturo Illia y Castillo, Ramon S.",AUTOPISTA,AUTOPISTA ARTURO ILLIA,True,Comuna 2,Recoleta,-58.39490504,-34.57241534,PEATON-CARGAS,PEATON,CARGAS,PEATON,MASCULINO,70,61+
2018-0133,1,2018-12-12,2018,Diciembre,12,Miércoles,Verano,14:07:00,14,Nazca Av. y Rivadavia Av.,AVENIDA,NAZCA AV.,True,Comuna 7,Flores,-58.46963952,-34.63070603,PEATON-CARGAS,PEATON,CARGAS,PEATON,FEMENINO,60,61+
2018-0134,1,2018-12-12,2018,Diciembre,12,Miércoles,Verano,21:00:00,21,La Plata Av. y Caseros Av.,AVENIDA,LA PLATA AV.,True,Comuna 7,Parque Chacabuco,-58.42349365,-34.64019887,PEATON-MOTO,PEATON,MOTO,PEATON,MASCULINO,56,41-60
2018-0135,1,2018-12-18,2018,Diciembre,18,Martes,Verano,14:40:00,14,Belgrano Av. y Peru,AVENIDA,BELGRANO AV.,True,Comuna 1,Monserrat,-58.37471802,-34.61265002,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,MASCULINO,80,61+
